MID Number,Story
4217,"On August 20, 1998 the United States launched a cruise missile attack against a suspected chemical weapons plant in Khartoum, Sudan. This attack was in retaliation for the August 7 bombings of US embassies in Tanzania and Keyna. The Sudanese protested the attack, and subsequent investigation cast doubt on the assertion that this was a chemical weapons plant."
4218,"This dispute consists of 2 incidents in which North Korea warned that if American or South Korean vessels go beyond designated lanes and waterways in the Yellow Sea it will be regarded as an intrusion into North Korean waters and would be subject to military retaliation. The dispute centers around the September 1999 declaration of a new military demarcation in the Yellow Sea, declaring the Northern Limit Line established after the Korean War invalid. South Korea has ignored the declaration and US-led United Nations takes the position that the NLL has been recognized and maintained as the de factor maritime border for 35 years."
4219,"The border between Venezuela and Colombia was unsettled, and relations along the border were compounded by Colombia’s long struggle against various guerrilla movements; this struggle occasionally spilled over the Venezuelan border, and created a great deal of tension among Venezuelans living near the border. A Venezuelan helicopter violated the border and landed in Arauca, Colombia on January 7, 1994. Venezuelan soldiers kidnapped seven Colombian fishermen. After the overloaded helicopter crashed five of the seven kidnapped fishermen were either released or escaped. A second Venezuelan helicopter that came to rescue machine-gunned the wreckage to make it appear to be downed by Colombian guerrillas. It is not clear whether the Venezuelan forces mistook the Colombian fishermen for guerrillas, or whether this action was intended to support Venezuela’s territorial claim along the border. A Venezuelan general later apologized for the incident on Colombian television. The final two fishermen were released on September 1st. There is no information on any negotiations that may have taken place."
4220,"On two separate occasions (10/17/2000 and 10/19/2000) two Russian jets fly over the USS Kitty Hawk on its way to, and then from, exercises in the Korean Straits. Both times the Russian jets were chased by American F-18s."
4221,"A Russian guard was killed by Turkish border guards apparently after being lured toward the Turkish troops. Three months later, Turkish troops entered Armenian territory, finding Russian guards patrolling the Armenian border, who demanded the Turkish troops stop. Russian forces subsequently went on alert."
4222,"A Russian coast guard vessel fired at, and subsequently seized a Japanese fishing trawler on April 21, 2000 in the region of the disputed southern Kurile islands. The Japanese authorities indicated that the Japanese fishermen had never left the 200-mile Japanese economic zone. However, the Russian officials legitimized the firing and seizure of the Russian coast guards, saying that the Japanese vessel disobeyed orders from a Russian patrol boat to stop for inspection. According to them, the Japanese vessel entered the Russian economic zone and was seized by the Russian border guards while it was escaping from the Russian economic zone into the neutral waters."
4223,"This dispute comprises 13 incidents. Eight incidents involved clashes between Indian and Pakistani troops in the disputed territory of Kashmir. Three incidents involved the disputed territory of the Rann of Kutch: the first of these occurred when Indian aircraft shot down a Pakistani military aircraft in Indian airspace over the Rann of Kutch; subsequently, Pakistani troops occupied the territory at the site of the wreckage and directed groundfire at Indian aircraft; the third incident involved Pakistani border fortifications in the Rann. The remaining two incidents involved military alerts by India and Pakistan. The Indian alert followed the military coup in Pakistan removing Nawaz Sharif and installing Pervez Musharrif. The Pakistani alert followed an announcement of Indian military exercises to be conducted near the Pakistani border."
4224,Turkey threatened to intervene in the Balkan civil war against Yugoslavia if the conflict spread to Macedonia.
4225,"This dispute consists of three incidents in which North Korean spy vessels entered Japanese waters. In response, Japanese vessels chased the vessels for 24 hours. During the chase Japanese planes dropped bombs and Japanese naval vessels fired warning shots. In addition, Japan scrambled 2 F-15s to the area. In response, North Korea scrambled 4 fighters to the area."
4226,This dispute consists of one incident in which North Korea deployed ballistic missiles on mobile launchers that were capable of hitting Tokyo. Reports indicated that the missile deployment was a North Korean attempt to improve their bargaining position in normalization talks with Japan. This dispute consists of one incident in which North Korea deployed ballistic missiles on mobile launchers that were capable of hitting Tokyo. Reports indicated that the missile deployment was a North Korean attempt to improve their bargaining position in normalization talks with Japan.
4227,"This dispute consists of one incident in which the United States fired cruise missiles at suspected terrorist training sites in response to the bombing of American embassies in Kenya and Tanzania. Reports indicate that 26 people were killed in the strikes, but no information was given regarding whether the fatalities were civilian, military, or some combination thereof. This dispute consists of one incident in which the United States fired cruise missiles at suspected terrorist training sites in response to the bombing of American embassies in Kenya and Tanzania. Reports indicate that 26 people were killed in the strikes, but no information was given regarding whether the fatalities were civilian, military, or some combination thereof."
4228,"This dispute consists of three incidents in which Uzbekistan, Tajikistan, and Russia reinforced the border with Afghanistan in the wake of the spread of fighting within and the movement of Taliban forces into Northern Afghanistan. In addition, on 8/11/98 Russian and Tajik forces along the Afghan border were placed on alert. This dispute consists of three incidents in which Uzbekistan, Tajikistan, and Russia reinforced the border with Afghanistan in the wake of the spread of fighting within and the movement of Taliban forces into Northern Afghanistan. In addition, on 8/11/98 Russian and Tajik forces along the Afghan border were placed on alert."
4229,Albania started to reinforce its border with Montenegro to prepare for a possible war with Yugoslavia.
4230,Croatia places its units on a state of alert. This alert applied to its forces along the Montenegran border.
4231,"Croatia arrested a Bosnian and charged him with a war crime. Eventually the person was released and returned to Bosnia, when he was found innocent."
4232,These are a couple of border violations and cross border clashes that occurred between Armenia and Azerbaijan.
4233,Turkish fighters came w/n 1 mile of a Greek costal town. Greece sent up fighters to intercept the Turkish fighters.
4235,Armenian forces fired upon Azeri forces.
4236,Azerbaijan threatens to go to war if Armenia does not give up its territory in Nagorno-Karabahk.
4237,Lesotho reinforces its border by deploying troops to maintain security. Lesotho accuses South African farmers of stealing cattle in Lesotho with the help of South African army members. South Africa denies any involvement.
4238,Russian planes were violating Norwegian airspace. Norway puts its planes in the air to intercept the Russians. Russia claims to have done nothing wrong. Then on 2/19/2001 Norway held military exercises close to its border with Russia.
4239,Russian bombers violated Japanese airspace. Japan sent fighters to intercept the Russian planes.
4240,"Belarus, upset by NATO's actions in Eastern Europe, has started its largest military exercise in the last 10 years. These exercises were targeted at Lithuania."
4242,Georgia claims that Russia had violated their airspace. Russia denies this claim.
4243,This dispute is based on Palau's attack on Philippines by its assault on a Philippine vessel allegedly poaching in Palau waters.
4244,Angolan troops were sent to the Democratic Republic of Congo border as part of an ongoing civil conflict in the Democratic Republic of Congo. Angola supports rebel troops in the Democratic Republic of Congo and may have sent forces to the border to help cut supply lines to the capitol (Kinshasa).
4245,"This dispute is a result of spill-over fighting between government and rebel forces in both states. Shells fired from Congo (although it is not clear by whom) hit Kinshasa, Democratic Republic of Congo, and Democratic Republic of Congo retaliated."
4246,"Angola intervened in the Congolese civil war on behalf of rebel forces. Angola and the rebel forces took control of the capitol on 10/15/97, effectively ending the civil war and this MID."
4248,"This dispute involves border insecurity on both sides due to the presence of rebel forces operating in the area. On September 28, 1998 Sudan called for a general mobilization against Uganda. Then on October 3, a Sudanese Antonov bomber dropped 9 bombs on two towns in northwestern Uganda, and on the 3rd of November, Sudan fortified its border with Uganda. As a result of the Sudanese buildup on the border Uganda put its troops on alert. Then in April of 1999, Uganda fortified its border with Sudan."
4249,Kenya fortified its border with Uganda without specific reasons given. There has been tension in the border region before.
4250,"Cameroun claims part of Nigerian territory--specifically the oil-rich Bakassi peninsula area. The dispute was submitted to the ICI, but clashes continue in the region, and both states regularly reinforce positions along the border."
4251,"Nigeria intervenes on behalf of Sierra Leone's ousted government (removed from power on 5/25/97 by rebel forces), occupying and fighting in Sierra Leone for almost one year. The dispute ends after Nigeria successfully removes rebel government and restores power to ousted regime. Nigeria operated under the auspices of ECOWAS; but, with the exception of minimal support from Ghana and Guinea, Nigeria was basically operating unilaterally."
4252,"Uganda and Rwanda were allies in the Democratic Republic of Congo war. When the rebel groups they supported split into factions, they chose to support opposite sides. This dispute began when Uganda landed troops in Kisangani and a clash with Rwandan troops ensued."
4253,"Rwanda and Uganda were allies in the Democratic Republic of Congo war, but ended up supporting opposing rebel groups inside the Democratic Republic of Congo. In this dispute they battle for control of Kisangani."
4254,The U.S. ordered the vessel Chinook to the waters off the Liberian coast after the U.S. embassy was caught in crossfire during a fight between rebel and govt. forces. Liberia protested this action as a violation of its territorial integrity.
4255,"Nigeria entered Liberian territory to arrest Sierra Leonean officials. Sierra Leone did not protest the arrest. Liberia protested the border violation, resulting in this MID."
4256,"Nigeria and Sierra Leone threatened to use force against Liberia if it continued supplying arms to Sierra Leonean rebels. In response, Liberia sent troops to its border."
4257,Both states have problems with dissident groups attacking from one another's border. Liberia reinforces and closes its border with guinea. Guinea launches several cross border attacks.
4258,"In May 1998, border skirmishes between Ethiopia and Eritrea spun into the world's largest conventional war at the time. The war displaced hundreds of thousands of residents and claimed several thousands causalities. From the outset, U.S. diplomats worked through the Organization of African Unity to bring a peaceful end to the war. In June 2000, Ethiopia and Eritrea signed a cease-fire, December 12, 2000 they signed a permanent peace treaty. The treaty established a process for the demarcation of the border between the countries, working through old colonial documents to establish the boundary. More than 4,000 U.N. peacekeepers have been assigned to help keep the peace. The treaty calls for the return of troops on both sides to positions prior to the conflict. This is particularly critical in light of Spring 2000 offensive, during which Ethiopian troops ranged far into Eritrea's territory. The treaty also sets up a process for settling claims and compensation for damaged property on both sides."
4259,"Nicaragua and Honduras had been experiencing tensions since Honduras’ November 1999 ratification of a 1986 treaty with Colombia covering maritime delimitation in the Caribbean Sea. Nicaragua objected because this treaty gave away waters that were also claimed by Nicaragua, and demanded that the treaty be rejected. This led to a series of militarized incidents, and Nicaragua submitted the case to the International Court of Justice in December 1999. In February 2001, Nicaragua expressed concern over Honduran troop deployments on their common border. They claimed that the number of Honduran border posts increased from six to 21 and the number of soldiers deployed on the border increased from thirty to 300. Nicaragua also claimed that Honduras was upgrading its F-5 fighters and constantly recruiting more troops in the states bordering Nicaragua. Concerned that Honduras was preparing to take over the Nicaraguan city of Somotillo, the Nicaraguan government asked the Organization of American States to monitor the border. In March, Nicaragua also claimed Honduras was conducting military maneuvers near its borders without advance notice; Honduras rejected this allegation. Honduras claimed its forces were in the area to take over reconstruction tasks after hurricane Mitch’s destruction in 1998. They invited Nicaraguan officials to the border to evaluate the situation. Nicaragua rejected a Honduran invitation to demarcate their border. On March 13, Honduras welcomed an OAS mission to verify that they did not send troops to the border with belligerent intent. On March 16th, Nicaragua and Honduras signed an agreement with the OAS help to ease the tension. The agreement required two countries to conduct at least four combined patrols per year in the Caribbean Sea; freeze the number of troops on their border; exchange information on their military positions; conduct parallel border patrols; and inform the OAS about arms imports and exports."
4260,"Late in September 1999, the Venezuelan government dismissed the border agreement they had with Guyana and protested oil exploration concessions awarded by Guyana in the Esequibo region of their disputed maritime border. Later, on October 3, 1999 Venezuela moved its troops close to their border with Guyana. When Guyana protested these Venezuelan moves along the border, Venezuelan officials claimed that the troop buildups were linked to drug trafficking exercises, not intimidation tactics. They announced that they would never attempt to achieve their goals through the use of violence. Two days later, two Venezuelan helicopters crossed the border near a military post near Etetringbang, northwest Guyana. As a result of increasing tensions on their disputed border, on October 6, 1999, the Guyanese government put its army on full alert. Despite Venezuelan announcements that they would never use force, Venezuela maintained its claim on Guyanese territory, and there were no settlements."
4261,"In mid-October, 2000, the United States Coast Guard boat Gendian was accused by the Venezuelan government by violating their territorial waters at the mouth of Orinoco River. On October 21, the United States Coast Guard boat Reliance was intercepted by a Venezuelan patrol boat, Patria. Reliance left the area after four Venezuelan airplanes came to the scene. Claiming that this was the second time in less than a month that such a violation of territorial waters took place, the Venezuelan government issued a formal protest to the United States government. In their reply to the Venezuelan protest, United States officials claimed that the incident took place in international waters and that Venezuela used disproportionate military power."
4262,"Following a long series of drug-related problems on their border, Venezuelan forces mounted a nine-hour operation across the border on October 13, 2000. Venezuelan soldiers, supported by two helicopters and one airplane, bombarded and set fire to houses, destroyed coca plantations, and killed an undetermined number of farm animals. While Colombia claimed that the incident took place during a drug operation, Venezuela denied that it took place. Tibu, the village in question, is located 285 miles northeast of Bogota. Colombia sent troops to the site of the incident. In an apparently unrelated incident on November 15, Venezuelan National Guard forces, transported by two helicopters and supported by other aircraft, crossed the border to Colombia. The Venezuelans arrested four Colombian farm workers, taking them to Venezuela. Venezuelan officials admitted the incident took place, but promised to investigate and punish the people responsible for it. About a week later, on November 23, 2000, during clashes between Colombian military and rebels near the border with Venezuela, at least six Venezuelan helicopters crossed the border. The “war of words” between Colombia and Venezuela continued until late December 2000, when tensions started to decrease as a result of conciliatory meetings."
4263,"In 1999, after Honduras and Colombia signed a treaty that dismissed Nicaragua’s claim to 52,000 square miles of the Caribbean Sea, Nicaragua filed a lawsuit with regional and world courts. When Honduras countersued at the regional court, Nicaragua imposed a 35 percent duty on imports from Honduras. These moves led to a number of incidents in the Caribbean involving Nicaragua and either Colombia or Honduras. In one of those incidents, the maritime border between Nicaragua and Colombia witnessed a new incident sometime in late October or early November 2001. Colombian navy boarded the Nicaraguan fishing boat “Danny Junior” and arrested 11 Nicaraguan fishermen, claiming that they had entered Colombian territorial waters. The arrested fishermen were taken to San Andres Island and a fine of $8,000 was demanded for their release. Nicaraguan officials sent a “firm note of protest” to Colombia and claimed that the incident took place in their own territorial waters."
4264,"This dispute is related to peace-keeping operations in East Timor. The Australian- led Interfet force sent to East Timor in September 1999 faced ""aggressive probing"" from Indonesian aircraft and submarines. Consequently, Australian-led warships and combat jets were on strip alert for the first two weeks of the East Timor military operation."
4265,"This dispute is related to the peace-keeping process in East Timor. An Indonesian soldier was shot dead in a gun battle with New Zealand troops, while the UN peace-keepers were boosting security along the border with Indonesia. It is understood from the reports that the shot Indonesian soldier was from the group against the independence of East Timor. He was out of uniform and fired at least two shots at the peace-keepers from the Indonesian side of the unmarked border, and was shot four times consequently."
4266,"This dispute consists of 1 incident in which Japanese patrol boats exchanged fire with a North Korean spy ship. The dispute began when a Japanese patrol plane spotted the ship 90 miles NW of Amami-O-Shima Island. Japanese patrol boats approached the vessel, ordering it to stop and firing warning shots at the vessel. Japanese forces tried to board the vessel but were fended off with pipes. Japanese forces then pursued the North Korean vessel westward, surrounding the vessel 240 miles off Amami-O-shima. According to reports, the North Korean vessel fired rockets at the Japanese patrol boats, missing them. The Japanese and North Korean forces also exchanged automatic weapon fire. The North Korean vessel sank following the exchange, most likely due to an explosion the North Koreans attempted to set. In total, 3 Japanese crew members were injured, 3 North Koreans were killed, and 12 North Koreans were missing. North Korea is coded as the revisionist state because its actions are challenging Japanese territorial integrity. The Japanese actions are only in response to those of North Korea and are only designed to return to the status quo."
4269,"As was the case on several occasions after the end of the Gulf War, Iraq sent troops and/or took other hostile actions directed at Kuwait. During this dispute, sources say Iraq moved 50,000 or more troops close to the Kuwaiti border. Iraqi actions provoked a number of responses from members of the Gulf War coalition both to reinforce the border, and to signal Iraq that its action would not be tolerated. Coder: Ric Stoll. Date: 8/2/02."
4270,"The United States Navy boarded two Iraqi boats in the Persian Gulf. The Iraqi boats, suspected of trying to violate UN-imposed trade embargos, refused to be boarded and Navy commandos and Marines took the boats by force. After it was determined that the boats were not operating in violation of any UN sanctions they were released."
4271,"The dispute began when Iraq amassed 30,000 to 40,000 troops a few miles south of Erbil, a village outside the Kurdish zone in northern Iraq. The Iraqi troops appeared to be supported by artillery, surface-to-air missiles, and other armored vehicles. Iraq moved into the northern flight exclusion zone in order to aid their Kurdish allies in attacking a rival Kurdish faction. The United States responded by putting its forces in the region on a heightened state of readiness. A few days later, Kuwait put its forces on alert, fearing an Iraqi attack. The United States launched several attacks on Iraqi military sites in the southern no-flight zone and increased its presence in the region. Over the following weeks, the United States and Iraq engaged in frequent clashes in the flight exclusion zones, while American planes patrolled these areas. On one occasion, British planes, which routinely participated in patrolling the flight exclusion zones, were involved with American planes in an attack on an Iraqi anti-aircraft battery. Iraq slowly withdrew its forces from the northern flight exclusion zone, largely in response to American pressure. Consequently, the dispute outcome was coded as a yield by Iraq. And, there were no formal or informal efforts to end the dispute."
4272,"On a number of occasions since the end of the Gulf War, Iraq and Kuwait were involved in MIDs relating to the border (either land or territorial waters – a maritime DMZ was created after the Gulf War) between the countries (MIDS 268, 269, 272, 274, 275). Border problems arise because the UN adjusted the border after the Gulf War and the border areas may contain oil. This MID is primarily concerned with the DMZ that exists between the territorial waters of Iraq and Kuwait. Most of the incidents involve firing between Iraq and Kuwait vessels in waters that are disputed. At least one source characterizes the boundaries of the maritime DMZ as “ambiguous.” Coder: Ric Stoll. Date: 7/24/02."
4273,"The dispute began (10/7/1997) because of increasing intransigence by Iraq. Iraq increased the frequency with which it violated the no-fly zones and threatened to refuse to allow Americans on the UN inspections team. Most importantly, Iraq threatened to shoot down an American U-2 spy plane. The United States and the United Kingdom responded by threatening military action if Iraq attempted to shoot down an American plane. Kuwait responded to the heightened tension between the United States, the United Kingdom, and Iraq by putting its troops on alert. On 11/13/1997, Iraq carried out its threat to expel US Arms inspectors. The United States and the United Kingdom began preparing for punitive air strikes against Iraq if Iraq did not begin to cooperate with UN weapons inspectors. On 11/23/1997, Iraq allowed weapons inspectors to reenter, but it continued to hamper UN investigations, restricting access to selected sites. On 1/17/1998, Iraq again threatened to expel weapons inspectors, requesting that economic sanctions against it be lifted. The United States reiterated its threat to use force if Iraq did not allow UN inspectors unrestricted access to all suspected sites. The US and UK military buildup in the region continued and they announced that their forces were combat ready (2/7/1998). In mid November, the United States reissued its threat to use force against Iraq if it did not unconditionally comply with UN weapons inspectors. All remaining weapons inspectors withdrew in response to the United States’ warning. Iraq capitulated on 11/15/1998, promising to comply with the UN inspection teams. The United States and the United Kingdom stated that if Iraq did not continue to comply, they would use force against it. On 12/10, Iraq ended cooperation with UN inspectors. The United States and the United Kingdom announced that they would attack Iraq without warning for breaking it promise of full cooperation. On 11/16, they began “Operation Desert Fox,” a four- day bombing campaign against Iraq. Israel also put its military on alert, fearing that Iraq would attack it in retaliation for U.S. and British military actions against Iraq. Almost immediately after the American and British bombing campaign, Iraq stated that it would challenge the no-fly zones in northern and southern Iraq (11/1998; 1/3/1999). There were clashes on almost a daily basis between British and American planes patrolling the northern and southern no-fly zones and Iraqi military installations from December 1998 to October 2001. Although clashes between the United States, the United Kingdom, and Iraq occurred almost continuously until October, Iraqi challenges to the no-fly zones escalated in August 2001 and were more frequent until mid-October. On 2/15/1999, Iraq threatened to attack Turkey if it continued to allow American planes to use its bases. On 2/2/1999, the United States and the United Kingdom announced that they would retaliate if fired upon, by bombing pre-determined targets in Iraq that were deemed threatening. The United States and the United Kingdom engaged in numerous retaliatory bombing campaigns on Iraqi targets through October (2001), as Iraq continued to threaten and fire upon American and British planes patrolling the no-fly zones. On 10/22/1999, 11 nations (USA, UK, Egypt, United Arab Emirates, Kuwait, Jordan, France, Italy, Netherlands, Greece, and Germany) participated in joint military exercises to demonstrate that an anti-Iraq coalition could still be formed. On 5/23/2001 and 8/24/2001, an Iraqi patrol crossed into Saudi territory and fired on a Saudi border patrol. Iraq acted in order to demonstrate its disapproval of Saudi aid to the United States. On 6/11/2001, Saudi Arabia seized a unused pipeline from Iraq in retaliation for Iraqi violations of Saudi borders."
4274,"On a number of occasions since the end of the Gulf War, Iraq and Kuwait were involved in MIDs relating to the border (either land or territorial waters – a maritime DMZ was created after the Gulf War) between the countries (MIDS 268, 269, 272, 274, 275). Border problems arise because the UN adjusted the border after the Gulf War and the border areas may contain oil. In this dispute, Iraq moved a large number of troops to the Kuwaiti border, but there were no other incidents. Coder: Ric Stoll. Date: 7/24/02."
4275,"Saddam Hussein made a speech that Kuwait viewed as a threat. Over several days, Iraqi newspapers (controlled by the government) published articles that were viewed as threatening Saudi Arabia and Kuwait (calling them “traitors” for allowing USA and UK to launch no-fly zone patrols from their territory, saying “If the treacherous leaders in Kuwait need another lesson, we are more than ready to hand one out to them”). In response, Kuwait met with a number of foreign ambassadors, and increased the readiness of its military. In later newspaper articles, Iraq said that it had not issued threats to anyone."
4277,"This dispute is related to the conflict between India and Pakistan beginning in 1947 over control of the disputed territory of Kashmir. Preceded by general low level violence along the Kashmiri border, an attack on the Indian Parliament in Delhi by Islamic terrorists occurs in July 2001. India accuses Pakistan of harboring the terrorist organizations and initiates a full mobilization of its military forces and moves those forces to the Indian/Pakistani border. Pakistan responds with its own military mobilization and heavy fighting breaks out along the border. The fighting subsides following visits to both countries by Richard Armitage (Dep. Asst. Sec. of State) and Donald Rumsfeld (Sec. of Defense) in June 2002."
4278,"This dispute consists of 1 incident in which 3 Australian naval vessels traversed into a ""sensitive"" area of the Taiwan Strait and defied an order to leave the area by a Chinese warship. According to reports, the 3 Australian vessels entered the Taiwan Strait as they were returning from a visit to South Korea. In response, a Chinese warship intercepted the vessels. The Australian vessels sailed on after telling the Chinese vessel that it was within their right to do so. China protested the action."
4279,"This dispute is based on a show of force by China against Philippines. China is reported to have increased its naval presence in the disputed Spratly Islands in May 2001, including conducting live fire exercises in the area. Furthermore, Chinese vessels were spotted in the Scarsborough Shoal area for the first time. This naval deployment occurred even though China assured to Philippines that China was not seeking a military presence in the area."
4280,"This dispute involves 5 incidents between the US & China that center around American reconnaissance near the Chinese coast. On 4/1/2001 an American spy plane crash-landed on China's Hainan Island after colliding with a Chinese fighter over international waters. The Chinese pilot was killed in the accidental collision. China, after the crash, seized both the American crew and plane. The United States responded to the crash and seizure by demanding release of the crew and return of the plane. The US also responded by moving 3 destroyers to the waters off China. China scrambled 10 fighters on 4/5/01 when it detected a US spy plane off the China coast. The dispute was resolved on 7/3/01 after the US expressed regret and the plane was returned to the US. The crew was released on 4/11/01."
4281,"This dispute consists of 6 incidents in which Chinese threats toward Taiwan escalated to involve shows of force by both sides. The issue under dispute involves Chinese concern over Taiwanese moves toward independence. Because Chinese actions are aimed at changing Taiwanese behavior, China is coded as the revisionist state. The dispute began on 3/27/01 when China threatened to declare war if Taiwan declared independence. On 8/1/01 China again threatened to use force if Taiwan declared independence. These threats were followed by a Taiwanese show of force in which Taiwan conducted aerial flight maneuvers with 10 AH-1W Helicopters on 8/21/012. On 8/22/01 china conducted the largest exercises ever around Dongshan Island. According to reports, the exercises involved 100,000 personnel and simulated how the PLA would ""smash"" separatist actions by Taiwan. The US responded to the Chinese moves by threatening force if Taiwan was attacked. The US also conducted naval exercises in the South China Sea as a show of force. The naval exercise only lasted one day (8/17/01) and involved two U.S. aircraft carriers. China is coded as the revisionist state because its actions are aimed at altering Taiwanese policy toward independence."
4282,"This militarized dispute consists of four incidents in which North Korean and South Korean forces squabbled over their border. The dispute began on 6/2/2001 when three North Korean cargo vessels crossed the Northern Limit Line, returning to international waters when they were challenged by South Korean naval vessels. A second North Korean incursion occurred on 9/26/2001 when North Korean forces accidentally encroached across the DMZ on two separate occasions. In response, South Korean border forces fired warning shots. On 11/18/2001 another North Korean border violation occurred when a North Korean patrol boat violated the Northern Limit Line and remained in South Korean waters for 36 minutes before being driven out. On 11/27/2001 North and South Korean forces along the DMZ exchanged fire. There were no injuries or fatalities from the exchange of fire, only minor damage. North Korea is coded as the revisionist state in this dispute because their actions are challenging the post Korean War status quo. In this dispute, North Korea challenges both the Northern Limit Line and the DMZ that were established following the Korean war."
4283,"This dispute consists of a series of 35militarized incidents that are centered around the response to the September 11, 2001 terrorist strikes against the United States. In response to the terrorist attacks, the United States demanded that Afghanistan turn over Osama bin Laden and expel Al Qaeda members that were operating and training in Afghanistan. 9/15/01 – the United States, Great Britain, and France deployed naval forces to waters near Afghanistan. The United States deployed 2 aircraft carriers, Great Britain deployed 6 warships, and France deployed 2 warships. In response to the American deployment, Afghanistan placed its forces on alert and deployed anti-aircraft weapons around Kandahar. Russia, which had experienced previous disputes with Afghanistan along the Tajik border, placed its forces along the Tajik border on alert and mass weapons and troops along the border in response to the rising tensions in the region. 9/17/01 – American president Bush issued an ultimatum to the Afghan leadership to turn over Osama bin Laden or face American military strikes. The Taliban refused to turn over bin Laden unless a series of unreasonable conditions were met (trial by Muslim judge, recognition for the Taliban, foreign aid for Afghanistan, etc.) 9/22/01 – An American reconnaissance drone is shot down over Afghanistan. During this time, Great Britain began deploying special forces to Afghanistan 9/25/01 – British prime minister Tony Blair issued an ultimatum to the Afghan leaders to face military action if they do not turnover Osama bin Laden and shutdown the terrorist training camps in Afghanistan. 9/30/01 – The United States continued to increase the pressure on the Taliban by continuing to deploy forces to the region. In addition to the naval forces already deployed, the United States also sent ground forces to Uzbekistan and Tajikistan and sent the USS Kitty Hawk carrier group to the region. The Taliban responded to the increasing American pressure by conducting exercises along its border with Pakistan. During this period of time Taliban forces also fired on a Russian border post along the Tajik- Afghan border. Russian forces suffered no casualties in the clash and returned fire at the Taliban forces. No information was given regarding Afghan casualties. Early October, 2001 – The British government issued a series of statements threatening military action against Afghanistan if the Taliban did not turn over Osama bin Laden. 10/6/01 – Afghanistan threatened war against Uzbekistan if the United States launched attacks from Uzbekistan. Afghanistan also began redeploying forces to its border with Uzbekistan. In response, Uzbekistan began deploying its forces along the border with Afghanistan. Reports also indicate that Afghanistan fired at an unmanned American drone conducting reconnaissance. As conditions deteriorated, Tajikistan placed its forces along the border on alert. 10/7/01 – American and British strikes on Afghanistan began. The first strikes involved attacks from cruise missiles, bombers, and missiles and initial targets were confined to airfields, command and control centers, military installations. 10/9/01 – NATO redeploys its naval forces to the eastern Mediterranean in response to the conflict in Afghanistan. Ships from Greece, Germany, the Netherlands, Portugal, Spain, Turkey, Great Britain, and the United States participate in the redeployment. 10/10/01 – Following three days of sustained attacks, bombing targets began to include strikes against troops. Near this time, American and British forces began bombing Taliban forces positioned north of Kabul. These strikes involved the use of heavy cluster bombs and were likely to inflict heavy casualties on Taliban forces. These bombing strikes continued on a daily basis into November 10/16/01 – A Taliban gunman fired at a border picket occupied by Russian troops along the Tajik border. There were no Russian casualties in the attack. 10/17/01 – Reports indicate that Australian troops are now on the ground in Afghanistan conducted ground operations against Taliban and Al-Qaeda forces. 10/19/01-11/13/01 – US commando units began conducting ground operations within Afghan territory. These ground raids were used to attack Taliban and Al-Qaeda forces, flush them out for airstrikes, and for intelligence purposes. Two American soldiers were killed when their search and rescue helicopter crashed in Pakistan after a mission. These deaths are not counted in the dispute coding because they were accidental and did not result from military action. Allied airstrikes continue throughout this period. 11/13/01 – Russia “took additional security measures” along its border with Afghanistan. Taliban forces withdraw from Kabul and Northern Alliance troops take the capital. Because the Taliban has lost control of the capital, the dispute ends."
4284,Central African Republic closed its border with Chad and sent troop reinforcements to the area in protest of Chad's granting of asylum to rebel leaders from Central African Republic.
4285,Armenian forces apparently shot down an Iranian cargo plane as it flew over Nagorno-Karabekh on its flight from Moscow to Tehran.
4286,The Sudanese government took over an Egyptian university in Khartoum and Egypt issued an official protest the following day.
4287,The Sudanese authorities seized the Egyptian Club in Khartoum. They also seized clubs and buildings belonging to the Egyptian Irrigation Authority in Sudan and the Egyptian military attache in Khartoum. Egyptian Ambassador to Sudan Hasan Jad al-Haqq lodged a strongly-worded protest with the Sudanese Foreign Ministry.
4288,"Sudan accused Egypt of shelling its garrison in the disputed border territory of Halaib in preparation for a military campaign to occupy the Red Sea region. The Egyptian military attaché in Khartoum had been summoned to the Armed Forces Command to hear a protest against ""large scale movement and intense activity by Egyptian forces"" in the region. Mubarak refused to confirm reports of Egyptian military moves on the border with Sudan. He reiterated accusations that Sudan was harbouring terrorists who participated in last June's attempt to assassinate him in Ethiopia. Egypt also claims ownership to Halaib and offshore areas in the red sea under an 1899 agreement that set the frontier along the 22nd parallel. It has said Egypt gave Sudan administrative powers in Halaib in 1902 because Sudanese tribes inhabited the triangular enclave. Sudan contends the Egyptian claim and says it has ""full sovereignty"" over the Halaib area."
4289,Turkey attacks Iran in order to convince them to stop harboring the PKK (Kurds). Turkey denies the charge and claims that it bombed Iraq.
4290,"Iran claims an equal share of the Caspian Sea oil for each country in the Caspian Sea; Azerbaijan says it should split in line with national boundaries, which would give Iran a smaller slice. Turkey supports Azerbaijan in this dispute. So during the period of 8/24/2001 to 8/25/2001 Turkey's chief of General Staff visited Baku with 10 Turkish F-16 fighter jets."
4291,"Turkey massed 10,000 troops along its border with Syria and warned Syria to stop supporting the PKK (Kurds). In November, the two sides came to an agreement where Syria agreed to give no more support to the Kurds,"
